name,Standardized_Name,Brand,Category,Sub_Category,Micro_Category,Size_Weight,mrp
Everest Dry Ginger 50G,Everest Dry Ginger Powder,Everest,Masala & Dry Fruits,Spices & Masala,Dry Ginger Powder,50g,47
Pickwick Chocolate 180G,Pickwick Chocolate Wafer,Pickwick,Snacks & Munchies,Biscuits & Cookies,Wafer Biscuits,180g,100
Pickwick Orange 180G,Pickwick Orange Wafer,Pickwick,Snacks & Munchies,Biscuits & Cookies,Wafer Biscuits,180g,100
Pickwick Strawberry 180G,Pickwick Strawberry Wafer,Pickwick,Snacks & Munchies,Biscuits & Cookies,Wafer Biscuits,180g,100
Pickwick Pineapple 180G,Pickwick Pineapple Wafer,Pickwick,Snacks & Munchies,Biscuits & Cookies,Wafer Biscuits,180g,100
Pigeon Max Bristeles,Pigeon Toothbrush Max Bristles,Pigeon,Personal Care,Oral Care,Toothbrush,pc,50
Lakshmi Schezwan Sticks 200G,Lakshmi Schezwan Sticks,Lakshmi,Snacks & Munchies,Farsan & Chakli,Schezwan Sticks,200g,75
Kothimbir Vadi,Kothimbir Vadi,Unknown,Snacks & Munchies,Indian Snacks,Kothimbir Vadi,pc,100
Cocosurta Sugar Free Swiss Vanilla 20G,Cocosurta Sugar Free Swiss Vanilla Hot Chocolate,Cocosurta,"Tea, Coffee & Health Drinks",Hot Beverages,Hot Chocolate,20g,60
Gud Jwari Khakra,Gud Jawari Khakhra,Unknown,Snacks & Munchies,Namkeen & Farsan,Khakhras,250g,100
Gowardhan Ghee 500Ml,Gowardhan Ghee,Gowardhan,"Dairy, Bread & Eggs",Ghee,Cow Ghee,200ml,405
Gulacha Aalepak 100G,Gulacha Aalepak (Rose Ginger Preserve),Unknown,Sweet Tooth,Indian Mithai,Halwa & Preserves,100g,40
Orange Treat,Orange Treat Biscuit,Britannia,Snacks & Munchies,Biscuits & Cookies,Cream Biscuits,pc,50
Pink Treat,Pink Treat Biscuit,Britannia,Snacks & Munchies,Biscuits & Cookies,Cream Biscuits,pc,50
Krack Jack 150/-,Krack Jack,Parle,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,200g,150
Chorafari 80/-,Chorafali,Unknown,Snacks & Munchies,Farsan & Chakli,Chorafali,pc,80
Bake Lite Twist Khari 175G,Bakelite Twist Khari,Bakelite,Snacks & Munchies,Farsan & Chakli,Khari Biscuit,175g,85
Himalaya Aloe Vera Face Wash 50Ml,Himalaya Aloe Vera Face Wash,Himalaya,Personal Care,Face Care,Face Wash,50ml,95
Himalaya Neem Face Wash 100Ml,Himalaya Neem Face Wash,Himalaya,Personal Care,Face Care,Face Wash,50ml,179
Suhana Palak Paneer Masala 50G,Suhana Palak Paneer Masala,Suhana,Masala & Dry Fruits,Spice Mixes,Curry Masala,50g,45
Nut Munch,Nut Munch Mix,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Mixed Dry Fruits,pc,525
Haldiram Bhujia Sev 200G,Haldiram Bhujia Sev,Haldiram,Snacks & Munchies,Namkeen & Bhujia,Bhujia Sev,200g,57
Gemini Vanaspati 500Gm,Gemini Vanaspati,Gemini,Masala & Dry Fruits,Cooking Oils,Vanaspati,500g,113
Moongdal 1Kg,Moongdal Puri,Unknown,Snacks & Munchies,Namkeen & Mixtures,Puri,pc,180
Rambandhu Mango Pickle 1Kg,Rambandhu Mango Pickle,Rambandhu,Masala & Dry Fruits,Pickles & Chutneys,Mango Pickle,1kg,270
Santoor Hand Wash,Santoor Hand Wash,Santoor,Personal Care,Hand Wash & Sanitizers,Liquid Hand Wash,pc,40
Nescafe 100G,Nescafe Gold,Nescafe,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,100g,455
Haldiram'S Soan Papdi Chocolate,Haldiram'S Soan Papdi Chocolate,Haldiram,Sweet Tooth,Indian Mithai,Soan Papdi,pc,80
Rice Biryani Chips 200G,Rice Biryani Chips,Unknown,Snacks & Munchies,Chips & Crisps,Rice Chips,200g,80
Foogal,Moong Dal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Moong Dal,pc,50
Kharwalas Dates Jumbo 500G,Kharwalas Jumbo Dates,Kharwalas,Masala & Dry Fruits,Dry Fruits & Nuts,Dates,500g,1200
Barik Rava 250Gm,Barik Rawa,Unknown,"Atta, Rice & Dal",Flours,Sooji & Rava,1kg,20
Haldiram Sonpaapdi 250G,Haldiram Sonpaapdi,Haldirams,Sweet Tooth,Indian Mithai,Soan Papdi,250g,75
Mixdal 250G,Badam250G,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,49
Dehaat Sabudana,Dehaat Sabudana,Dehaat,"Atta, Rice & Dal",Rice & Poha,Sabudana,pc,99
Vimbar 200G*4,Vimbar,Vimbar,Cleaning Essentials,Dish Cleaning,Dish Cleaner,300G,86
Patanjali Cow Ghee 200G,Patanjali Cow Ghee,Patanjali,"Dairy, Bread & Eggs",Ghee & Butter,Cow Ghee,200g,180
Haldiram Moongdal 200G,Haldiram Moongdal,Haldiram's,"Atta, Rice & Dal",Dals & Pulses,Dal & Lentils,400G,60
Haldirams Khatta Meetha 200G,Haldiram Khatta Meetha,Haldiram,Snacks & Munchies,Chivda & Mixtures,Khatta Meetha Mix,200g,55
Bhujiya Sev 600G,Bhujiya Sev,Unknown,Snacks & Munchies,Namkeen & Bhujia,Bhujia Sev,600g,175
Haldirams Khatta Meetha 200G,Haldiram Khatta Meetha,Haldiram,Snacks & Munchies,Chivda & Mixtures,Khatta Meetha Mix,200g,8.904E+12
"Rasoi Magic No Onion,Garlic Mutter Paneer",Rasoi Magic No Onion No Garlic Mutter Paneer Masala,Rasoi Magic,Masala & Dry Fruits,Spice Mixes,Curry Masala,pc,55
Kaju 100Gm,Kaju 210,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,pc,160
Saffola Oat'S 1Kg(300G Free),Saffola Oats,Saffola,"Tea, Coffee & Health Drinks",Breakfast Cereals,Rolled Oats,1kg,245
Kaju 100Gm,Kaju 210,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,pc,120
Bambino Roasted Vermicelli 500G,Bambino Roasted Vermicelli,Bambino,Instant & Frozen Food,Pasta & Noodles,Roasted Vermicelli,500g,70
Pitambari Lime Sauce 300G,Pitambari Lime Sauce,Pitambari,Snacks & Munchies,Dips & Sauces,Lime Sauce,100g,100
Anuved Kewda Durva Soap,Anuved Kewda Durva Soap,Anuved,Personal Care,Bathing & Soaps,Ayurvedic Soap,pc,75
Ram Bhadhu Mixed Pickle 1Kg,Ram Bandhu Mixed Pickle,Ram Bandhu,Snacks & Munchies,Chutneys & Pickles,Mixed Pickle,200g,262
Syrup Choc Btl 200 G,Chocolate 20Pc,Unknown,Sweet Tooth,Chocolates & Candies,Chocolates,20Pc,250
Syrup Choc Btl 200 G,Chocolate 20Pc,Unknown,Sweet Tooth,Chocolates & Candies,Chocolates,20Pc,110
Harshey'S,Anarse,Unknown,Sweet Tooth,Indian Mithai,Traditional Sweets,pc,250
Hershey'S Spreads Cocoa 350G,Hershey'S Spreads Cocoa,Hershey's,Sweet Tooth,Chocolates & Bars,Chocolate Bars,150g,340
Hershey'S Spreads Cocoa 150G,Hershey'S Spreads Cocoa,Hershey's,Sweet Tooth,Chocolates & Bars,Chocolate Bars,150g,185
Ram Bandhu Mango Pickle 200G,Ram Bandhu Mango Pickle,Ram Bandhu,Snacks & Munchies,Chutneys & Pickles,Mango Pickle,1kg,66
Gow. Peanut Chikki 25G,Gow. Peanut Chikki,Unknown,Sweet Tooth,Traditional Sweets,Chikki,25G,200
Patla Poha 1Kg,Patla Poha,Unknown,"Atta, Rice & Dal",Rice & Poha,Poha,500G,80
Patla Poha 250Gm,Patla Poha,Unknown,"Atta, Rice & Dal",Rice & Poha,Poha,500G,20
Casting Cream Gl 4 Dark Brown,Casting Cream Dark Brown Hair Colour,Unknown,Personal Care,Hair Care,Hair Colour,pc,729
Tata Tea Premium,Tata Tea Premium,Tata Tea,"Tea, Coffee & Health Drinks",Loose & Packaged Tea,Blended Tea,pc,155
Colgate Maxfresh 38Gun,Colgate Maxfresh,Colgate,Personal Care,Oral Care,Toothpaste,150G,20
Rm Veg Kolhapuri 45G,Rm Veg Kolhapuri Mix,RM,Instant & Frozen Food,Ready-To-Cook Curries,Veg Kolhapuri,45g,52
Rm Nog Methi Mutter Malai,Rm No Methi Mutter Malai Masala,RM,Masala & Dry Fruits,Spice Mixes,Curry Masala,pc,52
Turdal 1 Kg,Turdal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Toor Dal,250g,196
Dhara G.Nut Oil 5L,Dhara Groundnut Oil 1 Lt,Dhara,Masala & Dry Fruits,Cooking Oils,Cooking Oils,pc,1225
Wheat Seviyan 250G,Wheat Seviyan Vermicelli,Unknown,Instant & Frozen Food,Pasta & Noodles,Wheat Vermicelli,250g,80
Anuved Gulab,Anuved Gulab Soap,Anuved,Personal Care,Bathing & Soaps,Ayurvedic Soap,pc,81
Anuved Utane 125Gm,Anuved Utane,Anuved,Personal Care,Skin Care,Ubtan Powder,125g,81
Anuved Kesher,Anuved Kesar,Anuved,Personal Care,Bath & Body,Bar Soap,125g,81
Gow Ghee 200Gm,Gow Ghee,Gow,"Dairy, Bread & Eggs",Ghee,Cow Ghee,200g,199
Gowardhan Ghee Box 500Ml,Gowardhan Ghee Box,Gowardhan,"Dairy, Bread & Eggs",Ghee & Cooking Fats,Pure Ghee,500ml,415
Veg Jelly Crystals,Veg Jelly Crystals,Unknown,Sweet Tooth,Bakery Ingredients,Jelly Crystals,pc,60
Monaco Biscuit,Monaco Biscuit,Parle,Snacks & Munchies,Biscuits & Cookies,Salted Biscuits,pc,150
Saffola Oats 500,Saffola Oats,Saffola,"Tea, Coffee & Health Drinks",Breakfast Cereals,Rolled Oats,1kg,99
Ram Bandhu Chilli Pickle 200G,Ram Bandhu Chilli Pickle,Ram Bandhu,Snacks & Munchies,Chutneys & Pickles,Chilli Pickle,200g,66
Manish Lemon Bhel 200G,Manish Lemon Bhel,Manish,Snacks & Munchies,Namkeen & Bhujia,Bhel Mix,200g,65
Dal Pakwan 250G,Dal Pakwan,Unknown,Snacks & Munchies,Farsan & Chakli,Dal Pakwan,250g,110
Talod Pizza Khakra 180G,Talod Pizza Khakra,Talod,Snacks & Munchies,Farsan & Chakli,Khakra,180g,81
Talod Panipuri Kahkra 180G,Talod Panipuri Khakra,Talod,Snacks & Munchies,Farsan & Chakli,Khakra,180g,81
Paneer Tikka M Mix 50Gm,Paneer Tikka M Mix,Unknown,Masala & Dry Fruits,Masala & Spices,Masala & Spice Blends,50g,52
Nissin Korean Kimchi Hot And Spicy 80G,Nissin Korean Kimchi Hot & Spicy Noodles,Nissin,Instant & Frozen Food,Instant Noodles,Korean Noodles,80g,55
Loban Sambrani 12G,Loban Sambrani Incense,Unknown,Pooja Needs,Agarbatti & Dhoop,Sambrani Cups,12g,15
Harpic Flush Matic 50G,Harpic Flush Matic Tablet,Harpic,Cleaning Essentials,Toilet Cleaners,Flush Tablet,50g,95
Maska Khari 500G,Maska Khari,Unknown,Snacks & Munchies,Farsan & Chakli,Khari Biscuit,500g,150
Soyabean Pith 200G,Soyabean,Unknown,"Atta, Rice & Dal",Dals & Pulses,Soyabean,500g,60
Rajgira Ladoo Big,Rajgira Ladoo,Unknown,Sweet Tooth,Indian Mithai,Ladoo,pc,80
Malpani Khari 200G,Malpani Khari,Malpani,Snacks & Munchies,Farsan & Chakli,Khari Biscuit,200g,85
Head & Shoulder Cm 180Ml,Head & Sholder Ss,Head & Shoulders,Personal Care,Hair Care,Shampoo,180ml,215
Mogu Mogu Grape,Mogu Mogu Grape Drink,Mogu Mogu,Cold Drinks & Juices,Juices & Drinks,Nata De Coco Drink,pc,70
Jawar Bajra Khakra,Jawar Bajra Khakra,Unknown,Snacks & Munchies,Farsan & Chakli,Khakra,pc,80
Xpert 3+1,Dettol Original 3+1,Dettol,Personal Care,Bath & Body,Hand Wash,pc,30
Unibic Sugar Free 67.5G,Unibic Sugar Free Biscuit,Unibic,Snacks & Munchies,Biscuits & Cookies,Sugar-Free Biscuits,67.5g,60
Panch Khadya Burfi 200G,Panch Khadya Burfi,Unknown,Sweet Tooth,Indian Mithai,Burfi,200g,140
Lipton Green Tea Cl 25Bag,Lipton Green Tea Cl,Lipton,"Tea, Coffee & Health Drinks",Tea,Green Tea,100G,180
Balaji Peri Peri Multigrain Khari 100G,Balaji Peri Peri Multigrain Khari,Balaji,Snacks & Munchies,Farsan & Chakli,Khari Biscuit,100g,120
Sunfesst All Rounder 68.4G,Sunfeast All Rounder Biscuit,Sunfeast,Snacks & Munchies,Biscuits & Cookies,Plain Biscuits,68.4g,10
Soni Badam Pista 100G,Soni Badam Pista Mix,Soni,Masala & Dry Fruits,Dry Fruits & Nuts,Mixed Nuts,100g,80
Jalani Jaljira,Jalani Jaljira Sachet,Jalani,Cold Drinks & Juices,Instant Drink Powders,Jaljira Powder,pc,10
Garam Masala 50Gm,Garam Masala,Unknown,Masala & Dry Fruits,Spices & Masala,Garam Masala,50g,45
K-Pra Metkut 100Gm,K-Pra Metkut,K-Pra,Masala & Dry Fruits,Spice Mixes,Metkut,100g,50
K-Pra Stuffed Chillies 100G,K-Pra Stuffed Chillies,K-Pra,Snacks & Munchies,Indian Snacks,Stuffed Chillies,100g,70
Makhaniya Butter 200G,Makhaniya Butter,Unknown,"Dairy, Bread & Eggs",Ghee & Butter,Butter,pc,60
Sunfeast Marie Light 57.4G,Sunfeast Marie Light Biscuit,Sunfeast,Snacks & Munchies,Biscuits & Cookies,Marie Biscuits,57.4g,10
Chitale Ghee 500Ml,Chitale Ghee,Chitale,"Dairy, Bread & Eggs",Ghee & Butter,Pure Ghee,500g,380
Rin Soap 4Pack,Rin Soap Bars Pack,Rin,Cleaning Essentials,Laundry Detergents,Detergent Bar,4 Pack,100
Avala Supari 100Gm,Avala Supari,Avala,Paan Corner,Mukhwas,Supari,100g,60
Muesli Nut Delight 240G,Muesli Nut Delight,Unknown,"Tea, Coffee & Health Drinks",Breakfast Cereals,Muesli,240g,199
Chocos Crunchy Bites 375G,Chocos Crunchy Bites,Kellogg's,"Tea, Coffee & Health Drinks",Breakfast Cereals,Chocolate Cereal,375g,215
Kellogg'S 240 Gm Pph Muesli Fruit&Nut With 21% Fruit 5 Grain,Kellogg'S Muesli Fruit & Nut,Kellogg's,"Tea, Coffee & Health Drinks",Breakfast Cereals,Muesli,240g,199
Amil Fruit & Nut Chocolte 150G,Amul Fruit & Nut Chocolate,Amul,Sweet Tooth,Chocolates,Milk Chocolate,150g,200
Kitkat 35,Kitkat 30,Nestle,Sweet Tooth,Chocolates & Candies,Chocolates,pc,35
Pravin Mango Pickle 200G,Pravin Mango Pickle,Pravin,Masala & Dry Fruits,Pickles & Chutneys,Mango Pickle,500g,70
Kisses Moments 3U,Hershey'S Kisses Moments,Hershey's,Sweet Tooth,Chocolates,Kisses Chocolate,pc,199
Kisses Festive Moments,Hershey'S Kisses Festive Moments,Hershey's,Sweet Tooth,Chocolates,Kisses Chocolate,pc,299
Hershey'S Exotic Gift Box,Hershey'S Exotic Gift Box,Hershey's,Sweet Tooth,Chocolates,Gift Box,pc,299
Hershey'S Cocoa Powder 70G,Hershey'S Cocoa Powder,Hershey's,Sweet Tooth,Bakery Ingredients,Cocoa Powder,70g,140
Hershey'S Cocoa Powder 225G,Hershey'S Cocoa Powder,Hershey's,Sweet Tooth,Bakery Ingredients,Cocoa Powder,70g,395
Hershey'S Syrup 30G,Hershey'S Chocolate Syrup,Hershey's,Sweet Tooth,Dessert Toppings & Syrups,Chocolate Syrup,200g,10
Pravin Mango Pickle,Pravin Mango Pickle,Pravin,Masala & Dry Fruits,Pickles & Chutneys,Mango Pickle,500g,234
Tushraj Oregano 20Gm,Tushraj Oregano,Tushraj,Masala & Dry Fruits,Herbs & Seasonings,Oregano,20g,70
Everyday Milk Powder 200G,Everyday Milk Powder,Nestle,"Dairy, Bread & Eggs",Milk & Cream,Milk Powder,200g,129
Manish Chilli Powder 500G,Manish Chilli Powder,Manish,Masala & Dry Fruits,Ground Spices,Chilli Powder,100g,290
Snapin Oregano 20G,Snapin Oregano,Snapin,Masala & Dry Fruits,Herbs & Seasonings,Oregano,20g,99
Fortune Kachi Ghani Mustard Oil - 1Ltr,Fortune Kachi Ghani Mustard Oil,Fortune,Masala & Dry Fruits,Cooking Oils,Mustard Oil,1L,220
Seviyan 200G,Seviyan,Unknown,Snacks & Munchies,Namkeen & Mixtures,Sev & Shankarpali,200g,40
Colgate 200G,Colgate,Colgate,Snacks & Munchies,Namkeen & Mixtures,Namkeen,150g,149
Colgate 100G,Colgate,Colgate,Snacks & Munchies,Namkeen & Mixtures,Namkeen,150g,76
Colgate Zigzag 30/-,Colgate Zig Zag,Colgate,Personal Care,Oral Care,Toothpaste,3pcs,30
Clinic Plus Shampoo 355Ml,Clinic Plus Shampoo,Clinic Plus,Personal Care,Hair Care,Shampoo,175ml,393
Head'S Shoulders Shampoo Cool Menthol,Head & Shoulder Cool Menthol,Head & Shoulders,Personal Care,Bath & Body,Bath & Body Essentials,340ml,420
Nachni Chakli,Nachni Chakli,Unknown,Snacks & Munchies,Farsan & Chakli,Nachni Chakli,pc,100
Black Kharik Po. 250G,Black Kharik Powder,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Date Powder,250g,150
Rm Veg Kadhai 45G,Rm Veg Kadhai Mix,RM,Instant & Frozen Food,Ready-To-Cook Curries,Vegetable Kadhai,45g,52
Chilate Shrikhand Amba 500Gm,Chitale Shrikhand Amba,Chitale,"Dairy, Bread & Eggs",Curd & Buttermilk,Shrikhand,500g,158
Sn Mixed Herbs 50G,Sn Mixed Herbs,Unknown,Masala & Dry Fruits,Herbs & Seasonings,Mixed Herbs,50g,109
Comfort 860Ml,Comfort Lily,Comfort,Cleaning Essentials,Laundry,Fabric Softener,860ml,235
Tej Mustard Oil 200Ml,Tej Mustard Oil,Tej,Masala & Dry Fruits,Cooking Oils,Mustard Oil,1L,53
Colgate 100G,Colgate,Colgate,Snacks & Munchies,Namkeen & Mixtures,Namkeen,150g,76
Garden Nylon Shev 150G,Garden Nylon Sev,Garden,Snacks & Munchies,Namkeen & Bhujia,Nylon Sev,150g,51
Delmonte Sliced Green Olives 450G,Del Monte Sliced Green Olives,Del Monte,Snacks & Munchies,Dips & Spreads,Olives,235g,330
Khobara Salli 250G,Khobara Salli,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Desiccated Coconut,250g,160
K-Pra Mirchi Lonche Masala 100G,K-Pra Mirchi Lonche Masala,K-Pra,Masala & Dry Fruits,Spice Mixes,Pickle Masala,100g,70
K-Pra Thalipeeth Bhajani 200G,K-Pra Thalipeeth Bhajani,K-Pra,Instant & Frozen Food,Instant Mixes,Bhajani Mix,200g,45
K-Pra Limbu Pickle Masala 100G,K-Pra Limbu Pickle Masala,K-Pra,Masala & Dry Fruits,Spice Mixes,Pickle Masala,100g,95
Diet Milit Mix 200Gm,Diet Millet Mix,Unknown,Snacks & Munchies,Healthy Snacks,Millet Mix,200g,85
Lijjat Moong Papad 200G,Lijjat Moong Papad,Lijjat,Snacks & Munchies,Papad & Fryums,Moong Papad,200g,77
Magazbee 50G,Magazbee,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Melon Seeds,50g,50
Marie Light,"Figaro Ex,Light",Figaro,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,1L,45
Malkist Choco,Malkist Chocolate,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits,144G,60
Hide&Seek Big,Hide & Seek,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits,120G,150
Dettol Hw 200Ml+ 175Ml Free,Dettol Hw Bottle 1+1,Dettol,Personal Care,Bath & Body,Hand Wash,pc,99
Chocolate Cake 200G,Chocolate Cake,Unknown,Sweet Tooth,Bakery & Cookies,Cake,200g,100
Rm Paneer Butter Masala 45G,Rm Paneer Butter Masala,RM,Masala & Dry Fruits,Spice Mixes,Curry Masala,45g,52
Sm Paneer Tikka 50Gm,Sm Paneer Tikka,Unknown,Masala & Dry Fruits,Masala & Spices,Masala & Spice Blends,50g,55
Gillette Mach3,Gillette Mach3 Razor,Gillette,Personal Care,Shaving & Grooming,Shaving Razor,4N,325
Kaju Tukada 250G,Kaju Tukada,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,200
Ariel Matic Tl 1Kg,Ariel Matick 4+2,Ariel,Cleaning Essentials,Laundry,Detergent Powder,pc,290
Talod Khaman,Talod Khaman,Unknown,Instant & Frozen Food,Ready to Cook,Khaman Mix,500g,65
Donex 500Ml,Domex Blue,Domex,Cleaning Essentials,Floor & Surface Cleaners,Floor Cleaner,pc,120
K-Pra Upwas Bhajani 200G,K-Pra Upwas Bhajani,K-Pra,Instant & Frozen Food,Instant Mixes,Fasting Bhajani Mix,200g,70
L. G. Hing 100G,L G Hing,Unknown,Masala & Dry Fruits,Masalas & Spices,Blended Masalas,100g,200
Kaju Toast 250G,Kaju Toast,Unknown,Snacks & Munchies,Rusk & Toast,Kaju Toast,250g,75
Sf Diet Black Pepper Makhana 50G,Sf Diet Black Pepper Makhana,Snack First,Snacks & Munchies,Healthy Snacks,Flavoured Makhana,50g,150
Sf Peri Peri Makhana 50G,Sf Peri Peri Makhana,Snack First,Snacks & Munchies,Healthy Snacks,Flavoured Makhana,50g,150
Silk Ganache 58G,Silky Snack,Unknown,Snacks & Munchies,Namkeen & Bhel,Chiwda,200g,100
Wicked Gud Masala Noodles,Wicked Gud Masala Noodles,Wicked Gud,Instant & Frozen Food,Instant Noodles,Masala Noodles,pc,25
Cadbury Celebration115.1G,Cadbury Celebration,Cadbury,Sweet Tooth,Chocolates,Gift Box Chocolates,pc,110
Amul 500 Ml Plpch Cow Ghee,Amul Plpch Cow Ghee,Amul,"Dairy, Bread & Eggs",Ghee & Butter,Ghee,500ml,340
Ambemor Rice 250Gm,Ambemor Rice,Unknown,"Atta, Rice & Dal",Rice & Poha,Rice,500kg,45
Sunflower Vanaspati 174 Gm,Sunflower Vanaspati,Unknown,Masala & Dry Fruits,Cooking Oils,Vanaspati,174g,38
Amul Taaza Toned Milk 1 Lt Carton,Amul Taaza Toned Milk 1 Lt Carton,Amul,"Dairy, Bread & Eggs",Milk & Cream,Toned Milk,pc,77
Amul 100 Gm Plpch Cheese Slice [Prochs],Amul Cheese Slice [Prochs],Amul,"Dairy, Bread & Eggs",Cheese & Paneer,Cheese Slices,200g,78
Nutricrunch Dig H&O 600G,Nutricrunch Digestive H&O Biscuit,Nutricrunch,Snacks & Munchies,Biscuits & Cookies,Digestive Biscuits,600g,200
Madhur Sugar 1Kg,Madhur Sugar,Madhur,Masala & Dry Fruits,Salt Sugar & Jaggery,White Sugar,1kg,65
Karachi Fruit Biscuit 400G,Karachi Fruit Biscuit,Karachi Bakery,Snacks & Munchies,Biscuits & Cookies,Fruit Biscuits,400g,210
Gold Winner Refined Sunflower Oil 1 Ltr,Gold Winner Refined Sunflower Oil,Gold Winner,Masala & Dry Fruits,Cooking Oils,Sunflower Oil,1L,195
Delmonte Pitted Black Olives 450G,Del Monte Pitted Black Olives,Del Monte,Masala & Dry Fruits,Specialty Foods,Black Olives,450g,360
Sonal Diet Makhani Mix 200G,Sonal Diet Makhani Mix,Sonal,Snacks & Munchies,Healthy Snacks,Makhana Mix,200g,85
Dark Fantancy Bourban,Dark Fantasy Bourbon Biscuit,Sunfeast,Snacks & Munchies,Biscuits & Cookies,Cream Biscuits,pc,30
Marie Light Evening,Britannia Marie Light Evening Biscuit,Britannia,Snacks & Munchies,Biscuits & Cookies,Marie Biscuits,pc,10
Svity Gold G. N Oil 5L Jar,Svity Gold G. N Oil Jar,Svity,"Atta, Rice & Dal",Cooking Oils,Groundnut Oil,5L,3240
Badshah Kitchen King Masala 100G,Badshah Kitchen King Masala,Badshah,Masala & Dry Fruits,Spices & Masala,Kitchen King Masala,100g,90
Badshah Rajwadi Garam Masala Powder 50G,Badshah Rajwadi Garam Masala Powder,Badshah,Masala & Dry Fruits,Masalas & Spices,Blended Masalas,50g,50
Lijjat Papad 1Kg,Lijjat Papad,Lijjat,Snacks & Munchies,Papad & Fryums,Papad,1kg,366
Chorfali Puri 200Gm,Chorfali Puri,Unknown,Snacks & Munchies,Farsan & Chakli,Chorfali,200g,110
Haldirams Gulab Jamun Tin 500Gms,Haldirams Gulab Jamun Tin,Haldirams,Sweet Tooth,Traditional Sweets,Gulab Jamun,500g,125
Hamam Saver Pack 1.P,Hamam Soap Saver Pack,Hamam,Personal Care,Bathing & Soaps,Bath Soap,pc,176
Doodh Elachi,Doodh Elaichi Candy,Unknown,Sweet Tooth,Candies & Gummies,Toffee,pc,50
Vim Bar Yellow 4+1,Vim Bar Yellow Pack,Vim,Cleaning Essentials,Dishwash,Dishwash Bar,pc,130
Vicco Paste 50G,Vicco Vajradanti,Vicco,Personal Care,Oral Care,Toothpaste,100g,48
Extra Light Olive Oil 2L,Extra Light Olive Oil,Unknown,Masala & Dry Fruits,Cooking Oils,Olive Oil,2L,2985
Rm Misal Rassa 70G,Rm Misal Rassa Masala,RM,Masala & Dry Fruits,Spice Mixes,Curry Masala,70g,57
Unibic Cheese Makhana 50G,Unibic Cheese Makhana,Unibic,Snacks & Munchies,Healthy Snacks,Flavoured Makhana,50g,150
Sf Cream And Onion Makhana 50G,Sf Cream & Onion Makhana,Snack First,Snacks & Munchies,Healthy Snacks,Flavoured Makhana,50g,150
Soya Chunks 200G,Soya Chunks,Unknown,"Atta, Rice & Dal",Dals & Pulses,Soya Chunks,200g,50
Nutrela Soya Chunks 80G,Nutrela Soya Chunks,Nutrela,"Atta, Rice & Dal",Soya Products,Soya Chunks,pc,15
Veg Mayo Olive Oil,Veg Mayonnaise Olive Oil,Unknown,Snacks & Munchies,Dips & Sauces,Mayonnaise,pc,99
Dr.Oetker Veg Mayonnaise Original 100G,Dr. Oetker Veg Mayonnaise Original,Dr. Oetker,Snacks & Munchies,Dips & Sauces,Mayonnaise,100g,45
Haldiram Gulab Jamun 1Kg,Haldiram Gulab Jamun,Haldiram,Sweet Tooth,Indian Mithai,Gulab Jamun,1kg,225
Saffola Total 5L,Saffola Total,Saffola,"Atta, Rice & Dal",Cooking Oils,Cooking Oil,1L,1285
Harpic Bathroom Cleaner Lf 500Ml,Harpic Bathroom Cleaner Lf,Harpic,Cleaning Essentials,Toilet & Bathroom,Toilet Cleaner,500ml,120
Maggi Hot And Sweet 200Ml,Maggi Hot & Sweet,Maggi,Instant & Frozen Food,Sauces & Ketchup,Tomato Ketchup,pc,75
Gits Gulab Jamun 100G,Gits Gulab Jamun,Gits,Sweet Tooth,Indian Mithai,Gulab Jamun & Rasgulla,100g,85
Af Groundnut Oil 1L,Af Groundnut Oil,AF,Masala & Dry Fruits,Cooking Oils,Groundnut Oil,1L,560
Moong Dal Chips 200G,Moong Dal Chips,Unknown,Snacks & Munchies,Chips & Crisps,Moong Dal Chips,200g,110
Diet (Jav) Barley 100G,Diet Barley,Unknown,"Tea, Coffee & Health Drinks",Health Foods,Barley,100g,50
Lizol Fresh & Clean 700Ml,Lizol Fresh & Clean Floor Cleaner,Lizol,Cleaning Essentials,Floor Cleaners,Floor Cleaner,700ml,149
Vanish Oxi Action White 800Ml,Vanish Oxi Action Fabric Whitener,Vanish,Cleaning Essentials,Fabric Care,Fabric Whitener,180ml,254
Kuchchi Lakdiya Gathiya 200G,Tikha Gathiya,Unknown,Snacks & Munchies,Namkeen & Mixtures,Gathiya,250g,110
